Judge,Year,Court
"Hon. Cheryl V. Higgins, Presiding Judge",2015,Albemarle Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2015,Albemarle Circuit Court
Hon. Daniel R. Bouton,2015,Albemarle Circuit Court
Hon. Richard E. Moore,2015,Albemarle Circuit Court
Hon. Susan L. Whitlock,2015,Albemarle Circuit Court
"Hon. Humes J. Franklin Jr., Presiding Judge, Chief Judge",2011,Staunton Circuit Court
Hon. Michael S. Irvine,2011,Staunton Circuit Court
Hon. Victor V. Ludwig,2011,Staunton Circuit Court
Hon. Malfourd W. Bo Trumbo,2011,Staunton Circuit Court
"Hon. Michael E. McGinty, Chief Judge",2015,Williamsburg/James City County Circuit Court
Hon. B. Elliott Bondurant,2015,Williamsburg/James City County Circuit Court
Hon. Jeffrey W. Shaw,2015,Williamsburg/James City County Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2012,Sussex Circuit Court
Hon. Charles J. Strauss~*,2007,Pittsylvania Circuit Court
Hon. William N. Alexander II,2007,Pittsylvania Circuit Court
Hon. David A. Melesco,2007,Pittsylvania Circuit Court
Hon. Joseph W. Milam Jr.,2007,Pittsylvania Circuit Court
Hon. David F. Pugh~*,2007,Newport News Circuit Court
Hon. H. Vincent Conway Jr.~,2007,Newport News Circuit Court
Hon. Timothy S. Fisher~,2007,Newport News Circuit Court
Hon. Aundria Deloris Foster~,2007,Newport News Circuit Court
Hon. C. Peter Tench~,2007,Newport News Circuit Court
Hon. Beverly W. Snukals~*,2008,Richmond Circuit Court
Hon. Bradley B. Cavedo~,2008,Richmond Circuit Court
Hon. Melvin R. Hughes Jr.~,2008,Richmond Circuit Court
Hon. C. N. Jenkins Jr.~,2008,Richmond Circuit Court
Hon. Theodore J. Markow~,2008,Richmond Circuit Court
Hon. Margaret P. Spencer~,2008,Richmond Circuit Court
Hon. Walter W. Stout III~,2008,Richmond Circuit Court
Hon. Richard D. Taylor Jr.~,2008,Richmond Circuit Court
Hon. Harry T. Taliaferro III~*,2008,Northumberland Circuit Court
Hon. J. Martin Bass,2008,Northumberland Circuit Court
Hon. David H. Beck,2008,Northumberland Circuit Court
Hon. George Mason III,2008,Northumberland Circuit Court
Hon. Horace A. Revercomb III,2008,Northumberland Circuit Court
Hon. John W. Scott Jr.,2008,Northumberland Circuit Court
Hon. Gordon F. Willis,2008,Northumberland Circuit Court
Hon. Colin R. Gibb~,2007,Pulaski Circuit Court
Hon. Josiah T. Showalter Jr.*,2007,Pulaski Circuit Court
Hon. Brett L. Geisler,2007,Pulaski Circuit Court
Hon. Ray Wilson Grubbs,2007,Pulaski Circuit Court
Hon. Robert M. D. Turk,2007,Pulaski Circuit Court
"Hon. Josiah T. Showalter Jr., Presiding Judge",2015,Wythe Circuit Court
"Hon. Marcus H. Long Jr., Chief Judge",2015,Wythe Circuit Court
Hon. Bradley W. Finch,2015,Wythe Circuit Court
Hon. Brett L. Geisler,2015,Wythe Circuit Court
Hon. Colin R. Gibb,2015,Wythe Circuit Court
Hon. Robert M. D. Turk,2015,Wythe Circuit Court
Hon. Westbrook J. Parker~*,2008,Southampton Circuit Court
Hon. Rodham T. Delk Jr.,2008,Southampton Circuit Court
Hon. Carl Edward Eason Jr.,2008,Southampton Circuit Court
"Hon. C. Randall Lowe, Presiding Judge, Chief Judge",2014,Washington Circuit Court
Hon. Sage B. Johnson,2014,Washington Circuit Court
Hon. Deanis L. Simmons,2014,Washington Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2011,Westmoreland Circuit Court
"Hon. Gordon F. Willis, Chief Judge",2011,Westmoreland Circuit Court
Hon. J. Martin Bass,2011,Westmoreland Circuit Court
Hon. David H. Beck,2011,Westmoreland Circuit Court
Hon. Joseph J. Ellis,2011,Westmoreland Circuit Court
Hon. J. Overton Harris,2011,Westmoreland Circuit Court
Hon. Charles S. Sharp,2011,Westmoreland Circuit Court
"Hon. Cheryl V. Higgins, Presiding Judge",2016,Albemarle Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2016,Albemarle Circuit Court
Hon. Daniel R. Bouton,2016,Albemarle Circuit Court
Hon. Richard E. Moore,2016,Albemarle Circuit Court
Hon. Susan L. Whitlock,2016,Albemarle Circuit Court
"Hon. Paul W. Cella, Chief Judge",2015,Amelia Circuit Court
Hon. Dennis M. Martin,2015,Amelia Circuit Court
Hon. Joseph M. Teefey Jr.,2015,Amelia Circuit Court
"Hon. James W. Updike Jr., Presiding Judge",2013,Bedford Circuit Court
"Hon. John T. Cook, Chief Judge",2013,Bedford Circuit Court
Hon. J. Michael Gamble,2013,Bedford Circuit Court
Hon. F. Patrick Yeatts,2013,Bedford Circuit Court
Hon. Charles J. Strauss~*,2008,Pittsylvania Circuit Court
Hon. William N. Alexander II,2008,Pittsylvania Circuit Court
Hon. David A. Melesco,2008,Pittsylvania Circuit Court
Hon. Joseph W. Milam Jr.,2008,Pittsylvania Circuit Court
"Hon. Michael E. McGinty, Chief Judge",2016,Williamsburg/James City County Circuit Court
Hon. B. Elliott Bondurant,2016,Williamsburg/James City County Circuit Court
Hon. Richard H. Rizk,2016,Williamsburg/James City County Circuit Court
Hon. Jeffrey W. Shaw,2016,Williamsburg/James City County Circuit Court
"Hon. James V. Lane, Presiding Judge, Chief Judge",2010,Page Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge",2010,Page Circuit Court
Hon. Dennis Lee Hupp,2010,Page Circuit Court
Hon. John R. Prosser,2010,Page Circuit Court
Hon. John E. Wetsel Jr.,2010,Page Circuit Court
Hon. William H. Shaw III~,2005,Mathews Circuit Court
Hon. Samuel T. Powell III*,2005,Mathews Circuit Court
Hon. Thomas B. Hoover,2005,Mathews Circuit Court
Hon. N. Prentis Smiley Jr.,2005,Mathews Circuit Court
"Hon. Humes J. Franklin Jr., Presiding Judge, Chief Judge",2012,Staunton Circuit Court
Hon. Michael S. Irvine,2012,Staunton Circuit Court
Hon. Victor V. Ludwig,2012,Staunton Circuit Court
Hon. Malfourd W. Trumbo,2012,Staunton Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2013,Sussex Circuit Court
Hon. Nathan Curtis Lee,2013,Sussex Circuit Court
Hon. Colin R. Gibb~,2008,Pulaski Circuit Court
Hon. Josiah T. Showalter Jr.*,2008,Pulaski Circuit Court
Hon. Brett L. Geisler,2008,Pulaski Circuit Court
Hon. Ray Wilson Grubbs,2008,Pulaski Circuit Court
Hon. Robert M. D. Turk,2008,Pulaski Circuit Court
"Hon. Sage B. Johnson, Presiding Judge, Chief Judge",2016,Bristol Circuit Court
Hon. C. Randall Lowe,2016,Bristol Circuit Court
Hon. Deanis L. Simmons,2016,Bristol Circuit Court
"Hon. C. Randall Lowe, Presiding Judge",2015,Washington Circuit Court
"Hon. Sage B. Johnson, Chief Judge",2015,Washington Circuit Court
Hon. Deanis L. Simmons,2015,Washington Circuit Court
Hon. Ray Wilson Grubbs~,2005,Montgomery Circuit Court
Hon. J. Colin Campbell Sr.*,2005,Montgomery Circuit Court
Hon. Brett L. Geisler,2005,Montgomery Circuit Court
Hon. Colin R. Gibb,2005,Montgomery Circuit Court
Hon. Robert M. D. Turk,2005,Montgomery Circuit Court
"Hon. Kimberley S. White, Presiding Judge",2014,Buckingham Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2014,Buckingham Circuit Court
Hon. Joel C. Cunningham,2014,Buckingham Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge, Chief Judge",2010,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2010,Richmond Circuit Court
"Hon. Melvin R. Hughes Jr., Presiding Judge",2010,Richmond Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge",2010,Richmond Circuit Court
"Hon. Margaret P. Spencer, Presiding Judge",2010,Richmond Circuit Court
"Hon. Walter W. Stout III, Presiding Judge",2010,Richmond Circuit Court
"Hon. Richard D. Taylor Jr., Presiding Judge",2010,Richmond Circuit Court
Hon. Harry T. Taliaferro III~,2009,Northumberland Circuit Court
Hon. J. Martin Bass*,2009,Northumberland Circuit Court
Hon. David H. Beck,2009,Northumberland Circuit Court
Hon. Joseph J. Ellis,2009,Northumberland Circuit Court
Hon. J. Overton Harris,2009,Northumberland Circuit Court
Hon. Horace A. Revercomb III,2009,Northumberland Circuit Court
Hon. Charles S. Sharp,2009,Northumberland Circuit Court
Hon. Gordon F. Willis,2009,Northumberland Circuit Court
Hon. Westbrook J. Parker~*,2009,Southampton Circuit Court
Hon. Rodham T. Delk Jr.,2009,Southampton Circuit Court
Hon. Carl Edward Eason Jr.,2009,Southampton Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2012,Westmoreland Circuit Court
"Hon. Gordon F. Willis, Chief Judge",2012,Westmoreland Circuit Court
Hon. J. Martin Bass,2012,Westmoreland Circuit Court
Hon. David H. Beck,2012,Westmoreland Circuit Court
Hon. Sarah L. Deneke,2012,Westmoreland Circuit Court
Hon. Joseph J. Ellis,2012,Westmoreland Circuit Court
Hon. J. Overton Harris,2012,Westmoreland Circuit Court
Hon. Charles S. Sharp,2012,Westmoreland Circuit Court
"Hon. Michael E. McGinty, Chief Judge",2017,Williamsburg/James City County Circuit Court
Hon. B. Elliott Bondurant,2017,Williamsburg/James City County Circuit Court
Hon. Richard H. Rizk,2017,Williamsburg/James City County Circuit Court
Hon. Jeffrey W. Shaw,2017,Williamsburg/James City County Circuit Court
"Hon. James V. Lane, Presiding Judge, Chief Judge",2011,Page Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge",2011,Page Circuit Court
Hon. Dennis Lee Hupp,2011,Page Circuit Court
Hon. John E. Wetsel Jr.,2011,Page Circuit Court
"Hon. Paul W. Cella, Chief Judge",2017,Amelia Circuit Court
Hon. Dennis M. Martin,2017,Amelia Circuit Court
Hon. Joseph M. Teefey Jr.,2017,Amelia Circuit Court
"Hon. Charles J. Strauss, Presiding Judge",2009,Pittsylvania Circuit Court
"Hon. Joseph W. Milam Jr., Chief Judge",2009,Pittsylvania Circuit Court
Hon. William N. Alexander II,2009,Pittsylvania Circuit Court
Hon. David A. Melesco,2009,Pittsylvania Circuit Court
Hon. William H. Shaw III~,2006,Mathews Circuit Court
Hon. Samuel T. Powell III*,2006,Mathews Circuit Court
Hon. Thomas B. Hoover,2006,Mathews Circuit Court
Hon. N. Prentis Smiley Jr.,2006,Mathews Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2015,Sussex Circuit Court
Hon. Nathan Curtis Lee,2015,Sussex Circuit Court
"Hon. Malfourd W. Trumbo, Chief Judge",2013,Staunton Circuit Court
Hon. Michael S. Irvine,2013,Staunton Circuit Court
Hon. Victor V. Ludwig,2013,Staunton Circuit Court
"Hon. Sage B. Johnson, Presiding Judge, Chief Judge",2017,Bristol Circuit Court
Hon. C. Randall Lowe,2017,Bristol Circuit Court
Hon. Deanis L. Simmons,2017,Bristol Circuit Court
"Hon. Colin R. Gibb, Presiding Judge, Chief Judge",2010,Pulaski Circuit Court
Hon. Brett L. Geisler,2010,Pulaski Circuit Court
Hon. Ray Wilson Grubbs,2010,Pulaski Circuit Court
Hon. Josiah T. Showalter Jr.,2010,Pulaski Circuit Court
Hon. Robert M. D. Turk,2010,Pulaski Circuit Court
"Hon. C. Randall Lowe, Presiding Judge",2016,Washington Circuit Court
"Hon. Sage B. Johnson, Chief Judge",2016,Washington Circuit Court
Hon. Deanis L. Simmons,2016,Washington Circuit Court
"Hon. Cheryl V. Higgins, Presiding Judge",2017,Albemarle Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2017,Albemarle Circuit Court
Hon. Daniel R. Bouton,2017,Albemarle Circuit Court
Hon. Richard E. Moore,2017,Albemarle Circuit Court
Hon. Susan L. Whitlock,2017,Albemarle Circuit Court
"Hon. James W. Updike Jr., Presiding Judge",2015,Bedford Circuit Court
"Hon. John T. Cook, Chief Judge",2015,Bedford Circuit Court
Hon. J. Michael Gamble,2015,Bedford Circuit Court
Hon. F. Patrick Yeatts,2015,Bedford Circuit Court
"Hon. Josiah T. Showalter Jr., Presiding Judge, Chief Judge",2016,Wythe Circuit Court
Hon. Bradley W. Finch,2016,Wythe Circuit Court
Hon. Brett L. Geisler,2016,Wythe Circuit Court
Hon. H. Lee Harrell,2016,Wythe Circuit Court
Hon. Marcus H. Long Jr.,2016,Wythe Circuit Court
Hon. Robert M. D. Turk,2016,Wythe Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2011,Northumberland Circuit Court
"Hon. Gordon F. Willis, Chief Judge",2011,Northumberland Circuit Court
Hon. J. Martin Bass,2011,Northumberland Circuit Court
Hon. David H. Beck,2011,Northumberland Circuit Court
Hon. Joseph J. Ellis,2011,Northumberland Circuit Court
Hon. J. Overton Harris,2011,Northumberland Circuit Court
Hon. Charles S. Sharp,2011,Northumberland Circuit Court
"Hon. Westbrook J. Parker, Presiding Judge, Chief Judge",2010,Southampton Circuit Court
Hon. Rodham T. Delk Jr.,2010,Southampton Circuit Court
Hon. Carl Edward Eason Jr.,2010,Southampton Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2013,Westmoreland Circuit Court
"Hon. David H. Beck, Chief Judge",2013,Westmoreland Circuit Court
Hon. Sarah L. Deneke,2013,Westmoreland Circuit Court
Hon. Joseph J. Ellis,2013,Westmoreland Circuit Court
Hon. J. Overton Harris,2013,Westmoreland Circuit Court
Hon. Charles S. Sharp,2013,Westmoreland Circuit Court
Hon. Gordon F. Willis,2013,Westmoreland Circuit Court
"Hon. Richard D. Taylor Jr., Presiding Judge, Chief Judge",2011,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2011,Richmond Circuit Court
"Hon. Melvin R. Hughes Jr., Presiding Judge",2011,Richmond Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge",2011,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2011,Richmond Circuit Court
"Hon. Margaret P. Spencer, Presiding Judge",2011,Richmond Circuit Court
"Hon. Walter W. Stout III, Presiding Judge",2011,Richmond Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge, Chief Judge",2012,Page Circuit Court
"Hon. James V. Lane, Presiding Judge",2012,Page Circuit Court
Hon. Clifford Lynword Athey Jr.,2012,Page Circuit Court
Hon. Dennis Lee Hupp,2012,Page Circuit Court
Hon. John E. Wetsel Jr.,2012,Page Circuit Court
"Hon. Donald Carl Blessing, Presiding Judge",2015,Buckingham Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2015,Buckingham Circuit Court
Hon. Joel C. Cunningham,2015,Buckingham Circuit Court
Hon. Kimberley S. White,2015,Buckingham Circuit Court
Hon. William H. Shaw III~,2007,Mathews Circuit Court
Hon. N. Prentis Smiley Jr.*,2007,Mathews Circuit Court
Hon. Thomas B. Hoover,2007,Mathews Circuit Court
Hon. Samuel T. Powell III,2007,Mathews Circuit Court
"Hon. Sage B. Johnson, Presiding Judge, Chief Judge",2018,Bristol Circuit Court
Hon. C. Randall Lowe,2018,Bristol Circuit Court
Hon. Deanis L. Simmons,2018,Bristol Circuit Court
"Hon. Charles J. Strauss, Presiding Judge",2011,Pittsylvania Circuit Court
"Hon. Joseph W. Milam Jr., Chief Judge",2011,Pittsylvania Circuit Court
Hon. William N. Alexander II,2011,Pittsylvania Circuit Court
Hon. David A. Melesco,2011,Pittsylvania Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2016,Sussex Circuit Court
Hon. Nathan Curtis Lee,2016,Sussex Circuit Court
"Hon. Michael E. McGinty, Presiding Judge",2018,Williamsburg/James City County Circuit Court
"Hon. Jeffrey W. Shaw, Chief Judge",2018,Williamsburg/James City County Circuit Court
Hon. B. Elliott Bondurant,2018,Williamsburg/James City County Circuit Court
Hon. Richard H. Rizk,2018,Williamsburg/James City County Circuit Court
"Hon. Charles L. Ricketts III, Presiding Judge",2014,Staunton Circuit Court
"Hon. Malfourd W. Trumbo, Chief Judge",2014,Staunton Circuit Court
Hon. Michael S. Irvine,2014,Staunton Circuit Court
Hon. Victor V. Ludwig,2014,Staunton Circuit Court
"Hon. Paul W. Cella, Chief Judge",2018,Amelia Circuit Court
Hon. Dennis M. Martin Sr.,2018,Amelia Circuit Court
Hon. Joseph M. Teefey Jr.,2018,Amelia Circuit Court
"Hon. James W. Updike Jr., Presiding Judge",2016,Bedford Circuit Court
"Hon. F. Patrick Yeatts, Chief Judge",2016,Bedford Circuit Court
Hon. R. Edwin Burnette Jr.,2016,Bedford Circuit Court
Hon. John T. Cook,2016,Bedford Circuit Court
Hon. Michael T. Garrett,2016,Bedford Circuit Court
"Hon. Rodham T. Delk Jr., Chief Judge",2011,Southampton Circuit Court
Hon. Carl Edward Eason Jr.,2011,Southampton Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2012,Northumberland Circuit Court
"Hon. Gordon F. Willis, Chief Judge",2012,Northumberland Circuit Court
Hon. J. Martin Bass,2012,Northumberland Circuit Court
Hon. David H. Beck,2012,Northumberland Circuit Court
Hon. Sarah L. Deneke,2012,Northumberland Circuit Court
Hon. Joseph J. Ellis,2012,Northumberland Circuit Court
Hon. J. Overton Harris,2012,Northumberland Circuit Court
Hon. Charles S. Sharp,2012,Northumberland Circuit Court
"Hon. Richard D. Taylor Jr., Presiding Judge, Chief Judge",2012,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2012,Richmond Circuit Court
"Hon. Melvin R. Hughes Jr., Presiding Judge",2012,Richmond Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge",2012,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2012,Richmond Circuit Court
"Hon. Margaret P. Spencer, Presiding Judge",2012,Richmond Circuit Court
"Hon. C. Randall Lowe, Presiding Judge",2017,Washington Circuit Court
"Hon. Sage B. Johnson, Chief Judge",2017,Washington Circuit Court
Hon. Deanis L. Simmons,2017,Washington Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2014,Westmoreland Circuit Court
"Hon. Joseph J. Ellis, Chief Judge",2014,Westmoreland Circuit Court
Hon. Sarah L. Deneke,2014,Westmoreland Circuit Court
Hon. J. Overton Harris,2014,Westmoreland Circuit Court
Hon. Patricia Kelly,2014,Westmoreland Circuit Court
Hon. Michael E. Levy,2014,Westmoreland Circuit Court
Hon. Charles S. Sharp,2014,Westmoreland Circuit Court
Hon. Gordon F. Willis,2014,Westmoreland Circuit Court
Hon. William H. Shaw III~,2008,Mathews Circuit Court
Hon. N. Prentis Smiley Jr.*,2008,Mathews Circuit Court
Hon. Thomas B. Hoover,2008,Mathews Circuit Court
Hon. Samuel T. Powell III,2008,Mathews Circuit Court
"Hon. Cheryl V. Higgins, Presiding Judge",2018,Albemarle Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2018,Albemarle Circuit Court
Hon. Dale B. Durrer,2018,Albemarle Circuit Court
Hon. Richard E. Moore,2018,Albemarle Circuit Court
Hon. Susan L. Whitlock,2018,Albemarle Circuit Court
"Hon. Donald Carl Blessing, Presiding Judge",2017,Buckingham Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2017,Buckingham Circuit Court
Hon. S. Anderson Nelson,2017,Buckingham Circuit Court
Hon. Kimberley S. White,2017,Buckingham Circuit Court
"Hon. Colin R. Gibb, Presiding Judge",2011,Pulaski Circuit Court
"Hon. Robert M. D. Turk, Chief Judge",2011,Pulaski Circuit Court
Hon. Brett L. Geisler,2011,Pulaski Circuit Court
Hon. Josiah T. Showalter Jr.,2011,Pulaski Circuit Court
Hon. Ray Wilson Grubbs~,2006,Montgomery Circuit Court
Hon. Brett L. Geisler*,2006,Montgomery Circuit Court
Hon. Colin R. Gibb,2006,Montgomery Circuit Court
Hon. Josiah T. Showalter Jr.,2006,Montgomery Circuit Court
Hon. Robert M. D. Turk,2006,Montgomery Circuit Court
Hon. Aundria Deloris Foster~*,2009,Newport News Circuit Court
Hon. H. Vincent Conway Jr.~,2009,Newport News Circuit Court
Hon. Timothy S. Fisher~,2009,Newport News Circuit Court
Hon. David F. Pugh~,2009,Newport News Circuit Court
Hon. C. Peter Tench~,2009,Newport News Circuit Court
"Hon. Michael E. McGinty, Presiding Judge",2019,Williamsburg/James City County Circuit Court
"Hon. Jeffrey W. Shaw, Chief Judge",2019,Williamsburg/James City County Circuit Court
Hon. B. Elliott Bondurant,2019,Williamsburg/James City County Circuit Court
Hon. Richard H. Rizk,2019,Williamsburg/James City County Circuit Court
"Hon. Charles L. Ricketts III, Presiding Judge",2015,Staunton Circuit Court
"Hon. Malfourd W. Trumbo, Chief Judge",2015,Staunton Circuit Court
Hon. Michael S. Irvine,2015,Staunton Circuit Court
Hon. Victor V. Ludwig,2015,Staunton Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2017,Sussex Circuit Court
"Hon. Charles J. Strauss, Presiding Judge",2012,Pittsylvania Circuit Court
"Hon. William N. Alexander II, Chief Judge",2012,Pittsylvania Circuit Court
Hon. Joseph W. Milam Jr.,2012,Pittsylvania Circuit Court
"Hon. Josiah T. Showalter Jr., Presiding Judge, Chief Judge",2017,Wythe Circuit Court
Hon. Bradley W. Finch,2017,Wythe Circuit Court
Hon. Brett L. Geisler,2017,Wythe Circuit Court
