Judge Full Name,Year,Court Name,Judge
Leslie M Osborn,2001,Cumberland,LMO
Stacy L Stafford,2002,Colonial Heights,SLS
Michael Coghlan Allen,2002,Colonial Heights,MCA
Herbert Cogbill Gill ,2002,Colonial Heights,HCG
Timothy J Hauler,2002,Colonial Heights,TJH
Cleo E Powell,2002,Colonial Heights,CEP
Frederick Gore Rockwell ,2002,Colonial Heights,FGR
John T Cook ,2019,Campbell,JTC
F Patrick Yeatts ,2019,Campbell,FPY
R Edwin Burnette ,2019,Campbell,REB
Michael T Garrett,2019,Campbell,MTG
James W Updike ,2019,Campbell,JWU
J W Haley ,2001,King George,JWH
W H Ledbetter ,2001,King George,WHL
J E Spruill ,2001,King George,JES
J W Scott ,2001,King George,JWS
H A Revercomb ,2001,King George,HAR
A H Simpson,2001,King George,AHS
J R Alderman,2001,King George,JRA
Patrick R Johnson ,2019,Buchanan,PRJ
Richard C Patterson ,2019,Buchanan,RCP
Jack S Hurley ,2019,Buchanan,JSH
Michael Lee Moore,2019,Buchanan,MLM
Brian K Patton,2019,Buchanan,BKP
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
Michael S Irvine,2004,Bath,MSI
Malfourd W  Bo Trumbo,2004,Bath,MWBT
Tommy L Moore,2004,Botetourt,TLM
Thomas H Wood,2004,Botetourt,THW
Humes J Franklin ,2004,Botetourt,HJF
Malfourd W Trumbo,2004,Botetourt,MWT
Jim M Bevins ,2002,Buchanan,JMB
Keary R Williams,2002,Buchanan,KRW
Michael Lee Moore,2002,Buchanan,MLM
Henry A anover,2002,Buchanan,HAa
Humes J Franklin ,2007,Bath,HJF
Thomas H Wood,2007,Bath,THW
Michael S Irvine,2007,Bath,MSI
Malfourd W  Bo Trumbo,2007,Bath,MWBT
Malfourd W Trumbo ,2012,Botetourt,MWT
Humes J Franklin  ,2012,Botetourt,HJF
Michael S Irvine,2012,Botetourt,MSI
Victor V Ludwig,2012,Botetourt,VVL
Deborah E Hughes,2002,Campbell,DEH
J Samuel Johnston ,2002,Campbell,JSJ
Mosby Garland Perrow ,2002,Campbell,MGP
J Michael Gamble,2002,Campbell,JMG
J Leyburn Mosby ,2002,Campbell,JLM
James W Updike ,2002,Campbell,JWU
Barbara R Williams,2004,Appomattox,BRW
Richard S Blanton,2004,Appomattox,RSB
William L Wellons,2004,Appomattox,WLW
Leslie M Osborn,2004,Appomattox,LMO
W L Wellons,2001,Halifax,WLW
R S Blanton,2001,Halifax,RSB
Leslie M Osborn,2001,Halifax,LMO
S T Powell ,2001,Charles City,STP
N P Smiley ,2001,Charles City,NPS
T B Hoover,2001,Charles City,TBH
W H Shaw ,2001,Charles City,WHS
Richard S Blanton,2007,Appomattox,RSB
William L Wellons,2007,Appomattox,WLW
Leslie M Osborn,2007,Appomattox,LMO
R W Grubbs,2001,Grayson,RWG
C R Gibb,2001,Grayson,CRG
D E Mink,2001,Grayson,DEM
J C Campbell,2001,Grayson,JCC
R M D Turk,2001,Grayson,RMDT
W L Wellons,2001,Cumberland,WLW
R S Blanton,2001,Cumberland,RSB
Leslie M Osborn,2001,Cumberland,LMO
R G OHara ,2001,Hopewell,RGO
J A Luke,2001,Hopewell,JAL
J W Haley ,2001,King George,JWH
W H Ledbetter ,2001,King George,WHL
J E Spruill ,2001,King George,JES
J W Scott ,2001,King George,JWS
H A Revercomb ,2001,King George,HAR
A H Simpson,2001,King George,AHS
J R Alderman,2001,King George,JRA
John T Cook ,2020,Campbell,JTC
Michael T Garrett ,2020,Campbell,MTG
James W Updike ,2020,Campbell,JWU
James F Watson,2020,Campbell,JFW
Frank Patrick Yeatts,2020,Campbell,FPY
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
Michael S Irvine,2004,Bath,MSI
Malfourd W  Bo Trumbo,2004,Bath,MWBT
Patrick R Johnson ,2020,Buchanan,PRJ
Brian K Patton ,2020,Buchanan,BKP
Jack S Hurley ,2020,Buchanan,JSH
Michael Lee Moore,2020,Buchanan,MLM
Richard C Patterson,2020,Buchanan,RCP
Tommy L Moore,2004,Botetourt,TLM
George E Honts ,2004,Botetourt,GEH
Thomas H Wood,2004,Botetourt,THW
Humes J Franklin ,2004,Botetourt,HJF
Jim M Bevins ,2002,Buchanan,JMB
Keary R Williams,2002,Buchanan,KRW
Michael Lee Moore,2002,Buchanan,MLM
Henry A anover,2002,Buchanan,HAa
Stacy L Stafford,2002,Colonial Heights,SLS
Michael Coghlan Allen,2002,Colonial Heights,MCA
Herbert Cogbill Gill ,2002,Colonial Heights,HCG
Timothy J Hauler,2002,Colonial Heights,TJH
Cleo E Powell,2002,Colonial Heights,CEP
Frederick Gore Rockwell ,2002,Colonial Heights,FGR
Malfourd W Trumbo  ,2013,Botetourt,MWT
Michael S Irvine,2013,Botetourt,MSI
Victor V Ludwig,2013,Botetourt,VVL
Barbara R Williams,2004,Appomattox,BRW
Richard S Blanton,2004,Appomattox,RSB
William L Wellons,2004,Appomattox,WLW
Leslie M Osborn,2004,Appomattox,LMO
Humes J Franklin ,2008,Bath,HJF
Michael S Irvine,2008,Bath,MSI
Victor V Ludwig,2008,Bath,VVL
Malfourd W Bo Trumbo,2008,Bath,MWBT
Deborah E Hughes,2002,Campbell,DEH
J Samuel Johnston ,2002,Campbell,JSJ
Mosby Garland Perrow ,2002,Campbell,MGP
J Michael Gamble,2002,Campbell,JMG
J Leyburn Mosby ,2002,Campbell,JLM
James W Updike ,2002,Campbell,JWU
S T Powell ,2001,Charles City,STP
N P Smiley ,2001,Charles City,NPS
T B Hoover,2001,Charles City,TBH
W H Shaw ,2001,Charles City,WHS
Richard S Blanton,2008,Appomattox,RSB
William L Wellons,2008,Appomattox,WLW
Leslie M Osborn,2008,Appomattox,LMO
W L Wellons,2001,Halifax,WLW
R S Blanton,2001,Halifax,RSB
Leslie M Osborn,2001,Halifax,LMO
W L Wellons,2001,Cumberland,WLW
R S Blanton,2001,Cumberland,RSB
Leslie M Osborn,2001,Cumberland,LMO
J W Haley ,2000,King George,JWH
W H Ledbetter ,2000,King George,WHL
J E Spruill ,2000,King George,JES
J W Scott ,2000,King George,JWS
H A Revercomb ,2000,King George,HAR
A H Simpson,2000,King George,AHS
J R Alderman,2000,King George,JRA
R G OHara ,2001,Hopewell,RGO
J A Luke,2001,Hopewell,JAL
Glen Allen Tyler,2006,Accomack,GAT
Thomas S Shadrick,2006,Accomack,TSS
Andrew Joseph Canada ,2006,Accomack,AJC
Edward W Hanson ,2006,Accomack,EWH
Frederick B Lowe,2006,Accomack,FBL
Stephen C Mahan,2006,Accomack,SCM
William R OBrien,2006,Accomack,WRO
H Thomas Padrick ,2006,Accomack,HTP
A Bonwill Shockley,2006,Accomack,ABS
Patricia L West,2006,Accomack,PLW
R W Grubbs,2001,Grayson,RWG
C R Gibb,2001,Grayson,CRG
D E Mink,2001,Grayson,DEM
J C Campbell,2001,Grayson,JCC
R M D Turk,2001,Grayson,RMDT
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
Michael S Irvine,2004,Bath,MSI
Malfourd W  Bo Trumbo,2004,Bath,MWBT
Samuel H Cooper ,2005,Accomack,SHC
Glen Allen Tyler,2005,Accomack,GAT
Thomas S Shadrick,2005,Accomack,TSS
Andrew Joseph Canada ,2005,Accomack,AJC
Edward W Hanson ,2005,Accomack,EWH
Frederick B Lowe,2005,Accomack,FBL
Stephen C Mahan,2005,Accomack,SCM
William R OBrien,2005,Accomack,WRO
Henry Thomas Padrick ,2005,Accomack,HTP
A Bonwill Shockley,2005,Accomack,ABS
Patricia L West,2005,Accomack,PLW
Tommy L Moore,2004,Botetourt,TLM
George E Honts ,2004,Botetourt,GEH
Thomas H Wood,2004,Botetourt,THW
Humes J Franklin ,2004,Botetourt,HJF
Jim M Bevins ,2002,Buchanan,JMB
Keary R Williams,2002,Buchanan,KRW
Michael Lee Moore,2002,Buchanan,MLM
Henry A anover,2002,Buchanan,HAa
Stacy L Stafford,2002,Colonial Heights,SLS
Michael Coghlan Allen,2002,Colonial Heights,MCA
Herbert Cogbill Gill ,2002,Colonial Heights,HCG
Timothy J Hauler,2002,Colonial Heights,TJH
Cleo E Powell,2002,Colonial Heights,CEP
Frederick Gore Rockwell ,2002,Colonial Heights,FGR
Malfourd W Trumbo  ,2014,Botetourt,MWT
Michael S Irvine,2014,Botetourt,MSI
Victor V Ludwig,2014,Botetourt,VVL
Charles L Ricketts ,2014,Botetourt,CLR
Barbara R Williams,2004,Appomattox,BRW
Richard S Blanton,2004,Appomattox,RSB
William L Wellons,2004,Appomattox,WLW
Leslie M Osborn,2004,Appomattox,LMO
Humes J Franklin   ,2009,Bath,HJF
Michael S Irvine,2009,Bath,MSI
Victor V Ludwig,2009,Bath,VVL
Malfourd W Bo Trumbo,2009,Bath,MWBT
Deborah E Hughes,2002,Campbell,DEH
J Samuel Johnston ,2002,Campbell,JSJ
Mosby Garland Perrow ,2002,Campbell,MGP
J Michael Gamble,2002,Campbell,JMG
J Leyburn Mosby ,2002,Campbell,JLM
James W Updike ,2002,Campbell,JWU
Richard S Blanton  ,2010,Appomattox,RSB
Joel C Cunningham,2010,Appomattox,JCC
Leslie M Osborn,2010,Appomattox,LMO
W L Wellons,2001,Halifax,WLW
R S Blanton,2001,Halifax,RSB
Leslie M Osborn,2001,Halifax,LMO
W L Wellons,2000,Cumberland,WLW
R S Blanton,2000,Cumberland,RSB
Leslie M Osborn,2000,Cumberland,LMO
R G OHara ,2001,Hopewell,RGO
J A Luke,2001,Hopewell,JAL
Glen Allen Tyler,2007,Accomack,GAT
Thomas S Shadrick,2007,Accomack,TSS
Andrew Joseph Canada ,2007,Accomack,AJC
Edward W Hanson ,2007,Accomack,EWH
Frederick B Lowe,2007,Accomack,FBL
Stephen C Mahan,2007,Accomack,SCM
William R OBrien,2007,Accomack,WRO
H Thomas Padrick ,2007,Accomack,HTP
A Bonwill Shockley,2007,Accomack,ABS
Patricia L West,2007,Accomack,PLW
J W Haley ,2000,King George,JWH
W H Ledbetter ,2000,King George,WHL
J E Spruill ,2000,King George,JES
J W Scott ,2000,King George,JWS
H A Revercomb ,2000,King George,HAR
A H Simpson,2000,King George,AHS
J R Alderman,2000,King George,JRA
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
"Malfourd W ""Bo"" Trumbo",2004,Bath,"MW""T"
S T Powell ,2001,Charles City,STP
N P Smiley ,2001,Charles City,NPS
T B Hoover,2001,Charles City,TBH
W H Shaw ,2001,Charles City,WHS
Samuel H Cooper ,2004,Accomack,SHC
Glen Allen Tyler,2004,Accomack,GAT
Thomas S Shadrick,2004,Accomack,TSS
Andrew Joseph Canada ,2004,Accomack,AJC
Edward W Hanson ,2004,Accomack,EWH
Frederick B Lowe,2004,Accomack,FBL
Stephen C Mahan,2004,Accomack,SCM
William R OBrien,2004,Accomack,WRO
Henry Thomas Padrick ,2004,Accomack,HTP
A Bonwill Shockley,2004,Accomack,ABS
Patricia L West,2004,Accomack,PLW
Tommy L Moore,2003,Botetourt,TLM
George E Honts ,2003,Botetourt,GEH
Thomas H Wood,2003,Botetourt,THW
Humes J Franklin ,2003,Botetourt,HJF
Jim M Bevins ,2002,Buchanan,JMB
Keary R Williams,2002,Buchanan,KRW
Michael Lee Moore,2002,Buchanan,MLM
Henry A anover,2002,Buchanan,HAa
Stacy L Stafford,2002,Colonial Heights,SLS
Michael Coghlan Allen,2002,Colonial Heights,MCA
Herbert Cogbill Gill ,2002,Colonial Heights,HCG
Timothy J Hauler,2002,Colonial Heights,TJH
Cleo E Powell,2002,Colonial Heights,CEP
Frederick Gore Rockwell ,2002,Colonial Heights,FGR
Malfourd W Trumbo  ,2015,Botetourt,MWT
Michael S Irvine,2015,Botetourt,MSI
Victor V Ludwig,2015,Botetourt,VVL
Charles L Ricketts ,2015,Botetourt,CLR
Barbara R Williams,2004,Appomattox,BRW
Richard S Blanton,2004,Appomattox,RSB
William L Wellons,2004,Appomattox,WLW
Leslie M Osborn,2004,Appomattox,LMO
Humes J Franklin   ,2011,Bath,HJF
Michael S Irvine,2011,Bath,MSI
Victor V Ludwig,2011,Bath,VVL
Malfourd W Bo Trumbo,2011,Bath,MWBT
Deborah E Hughes,2002,Campbell,DEH
J Samuel Johnston ,2002,Campbell,JSJ
Mosby Garland Perrow ,2002,Campbell,MGP
J Michael Gamble,2002,Campbell,JMG
J Leyburn Mosby ,2002,Campbell,JLM
James W Updike ,2002,Campbell,JWU
Richard S Blanton  ,2011,Appomattox,RSB
Joel C Cunningham,2011,Appomattox,JCC
Leslie M Osborn,2011,Appomattox,LMO
W L Wellons,2001,Halifax,WLW
R S Blanton,2001,Halifax,RSB
Leslie M Osborn,2001,Halifax,LMO
R W Grubbs,2001,Grayson,RWG
C R Gibb,2001,Grayson,CRG
D E Mink,2001,Grayson,DEM
J C Campbell,2001,Grayson,JCC
R M D Turk,2001,Grayson,RMDT
R G OHara ,2001,Hopewell,RGO
J A Luke,2001,Hopewell,JAL
Glen A Tyler,2008,Accomack,GAT
Frederick B Lowe,2008,Accomack,FBL
A Joseph Canada ,2008,Accomack,AJC
Edward W Hanson ,2008,Accomack,EWH
Stephen C Mahan,2008,Accomack,SCM
William R OBrien,2008,Accomack,WRO
H Thomas Padrick ,2008,Accomack,HTP
A Bonwill Shockley,2008,Accomack,ABS
Patricia L West,2008,Accomack,PLW
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
"Malfourd W ""Bo"" Trumbo",2004,Bath,"MW""T"
S T Powell ,2001,Charles City,STP
N P Smiley ,2001,Charles City,NPS
T B Hoover,2001,Charles City,TBH
W H Shaw ,2001,Charles City,WHS
Samuel H Cooper ,2004,Accomack,SHC
Glen Allen Tyler,2004,Accomack,GAT
Thomas S Shadrick,2004,Accomack,TSS
Andrew Joseph Canada ,2004,Accomack,AJC
Edward W Hanson ,2004,Accomack,EWH
Frederick B Lowe,2004,Accomack,FBL
Stephen C Mahan,2004,Accomack,SCM
Henry Thomas Padrick ,2004,Accomack,HTP
Alan E Rosenblatt,2004,Accomack,AER
A Bonwill Shockley,2004,Accomack,ABS
Patricia L West,2004,Accomack,PLW
D A McGlothlin ,2002,Buchanan,DAM
D R Mullins,2002,Buchanan,DRM
K R Williams,2002,Buchanan,KRW
Malfourd W Trumbo  ,2016,Botetourt,MWT
Victor V Ludwig,2016,Botetourt,VVL
Charles L Ricketts ,2016,Botetourt,CLR
Tommy L Moore,2003,Botetourt,TLM
George E Honts ,2003,Botetourt,GEH
Thomas H Wood,2003,Botetourt,THW
Humes J Franklin ,2003,Botetourt,HJF
Barbara R Williams,2003,Appomattox,BRW
Richard S Blanton,2003,Appomattox,RSB
William L Wellons,2003,Appomattox,WLW
Leslie M Osborn,2003,Appomattox,LMO
Stacy L Stafford,2002,Colonial Heights,SLS
Michael Coghlan Allen,2002,Colonial Heights,MCA
Herbert Cogbill Gill ,2002,Colonial Heights,HCG
Timothy J Hauler,2002,Colonial Heights,TJH
Cleo E Powell,2002,Colonial Heights,CEP
Frederick Gore Rockwell ,2002,Colonial Heights,FGR
Humes J Franklin   ,2012,Bath,HJF
Michael S Irvine,2012,Bath,MSI
Victor V Ludwig,2012,Bath,VVL
Malfourd W Trumbo,2012,Bath,MWT
Deborah E Hughes,2002,Campbell,DEH
J Samuel Johnston ,2002,Campbell,JSJ
Mosby Garland Perrow ,2002,Campbell,MGP
J Michael Gamble,2002,Campbell,JMG
J Leyburn Mosby ,2002,Campbell,JLM
James W Updike ,2002,Campbell,JWU
Joel C Cunningham ,2012,Appomattox,JCC
Leslie M Osborn ,2012,Appomattox,LMO
R W Grubbs,2000,Grayson,RWG
C R Gibb,2000,Grayson,CRG
D E Mink,2000,Grayson,DEM
J C Campbell,2000,Grayson,JCC
R M D Turk,2000,Grayson,RMDT
Glen A Tyler ,2010,Accomack,GAT
Frederick B Lowe ,2010,Accomack,FBL
Edward W Hanson ,2010,Accomack,EWH
Leslie L Lilley,2010,Accomack,LLL
Stephen C Mahan,2010,Accomack,SCM
William R OBrien,2010,Accomack,WRO
H Thomas Padrick ,2010,Accomack,HTP
A Bonwill Shockley,2010,Accomack,ABS
Patricia L West,2010,Accomack,PLW
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
"Malfourd W ""Bo"" Trumbo",2004,Bath,"MW""T"
S T Powell ,2001,Charles City,STP
N P Smiley ,2001,Charles City,NPS
T B Hoover,2001,Charles City,TBH
W H Shaw ,2001,Charles City,WHS
R G OHara ,2001,Hopewell,RGO
J A Luke,2001,Hopewell,JAL
Samuel H Cooper ,2004,Accomack,SHC
Glen Allen Tyler,2004,Accomack,GAT
Thomas S Shadrick,2004,Accomack,TSS
Andrew Joseph Canada ,2004,Accomack,AJC
Edward W Hanson ,2004,Accomack,EWH
Frederick B Lowe,2004,Accomack,FBL
Stephen C Mahan,2004,Accomack,SCM
Henry Thomas Padrick ,2004,Accomack,HTP
Alan E Rosenblatt,2004,Accomack,AER
A Bonwill Shockley,2004,Accomack,ABS
Patricia L West,2004,Accomack,PLW
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
Malfourd W Trumbo  ,2017,Botetourt,MWT
Anita D Filson,2017,Botetourt,ADF
W Chapman Goodwin,2017,Botetourt,WCG
Victor V Ludwig,2017,Botetourt,VVL
Charles L Ricketts ,2017,Botetourt,CLR
Tommy L Moore,2003,Botetourt,TLM
George E Honts ,2003,Botetourt,GEH
Humes J Franklin ,2003,Botetourt,HJF
Thomas H Wood,2003,Botetourt,THW
Barbara R Williams,2003,Appomattox,BRW
Richard S Blanton,2003,Appomattox,RSB
William L Wellons,2003,Appomattox,WLW
Leslie M Osborn,2003,Appomattox,LMO
Malfourd W Trumbo ,2013,Bath,MWT
Michael S Irvine,2013,Bath,MSI
Victor V Ludwig,2013,Bath,VVL
Deborah E Hughes,2002,Campbell,DEH
J Samuel Johnston ,2002,Campbell,JSJ
Mosby Garland Perrow ,2002,Campbell,MGP
J Michael Gamble,2002,Campbell,JMG
J Leyburn Mosby ,2002,Campbell,JLM
James W Updike ,2002,Campbell,JWU
Kimberley S White ,2013,Appomattox,KSW
Leslie M Osborn ,2013,Appomattox,LMO
Joel C Cunningham,2013,Appomattox,JCC
W R Shelton,2002,Colonial Heights,WRS
H C Gill ,2002,Colonial Heights,HCG
T J Hauler,2002,Colonial Heights,TJH
M C Allen,2002,Colonial Heights,MCA
C E Powell,2002,Colonial Heights,CEP
Frederick B Lowe ,2011,Accomack,FBL
Edward W Hanson ,2011,Accomack,EWH
Leslie L Lilley,2011,Accomack,LLL
Stephen C Mahan,2011,Accomack,SCM
William R OBrien,2011,Accomack,WRO
H Thomas Padrick ,2011,Accomack,HTP
A Bonwill Shockley,2011,Accomack,ABS
Patricia L West,2011,Accomack,PLW
W L Wellons,2000,Halifax,WLW
R S Blanton,2000,Halifax,RSB
Leslie M Osborn,2000,Halifax,LMO
Samuel H Cooper ,2004,Accomack,SHC
Glen Allen Tyler,2004,Accomack,GAT
Thomas S Shadrick,2004,Accomack,TSS
Andrew Joseph Canada ,2004,Accomack,AJC
Edward W Hanson ,2004,Accomack,EWH
Frederick B Lowe,2004,Accomack,FBL
Stephen C Mahan,2004,Accomack,SCM
Henry Thomas Padrick ,2004,Accomack,HTP
Alan E Rosenblatt,2004,Accomack,AER
A Bonwill Shockley,2004,Accomack,ABS
Patricia L West,2004,Accomack,PLW
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
R G OHara ,2001,Hopewell,RGO
J A Luke,2001,Hopewell,JAL
Charles L Ricketts  ,2018,Botetourt,CLR
Joel R Branscom,2018,Botetourt,JRB
Anita D Filson,2018,Botetourt,ADF
W Chapman Goodwin,2018,Botetourt,WCG
Victor V Ludwig,2018,Botetourt,VVL
Tommy L Moore,2003,Botetourt,TLM
George E Honts ,2003,Botetourt,GEH
Duncan M Byrd ,2003,Botetourt,DMB
Humes J Franklin ,2003,Botetourt,HJF
Thomas H Wood,2003,Botetourt,THW
Barbara R Williams,2003,Appomattox,BRW
Richard S Blanton,2003,Appomattox,RSB
William L Wellons,2003,Appomattox,WLW
Leslie M Osborn,2003,Appomattox,LMO
Malfourd W Trumbo ,2014,Bath,MWT
Michael S Irvine,2014,Bath,MSI
Victor V Ludwig,2014,Bath,VVL
Charles L Ricketts ,2014,Bath,CLR
Deborah E Hughes,2002,Campbell,DEH
J Samuel Johnston ,2002,Campbell,JSJ
Mosby Garland Perrow ,2002,Campbell,MGP
J Michael Gamble,2002,Campbell,JMG
J Leyburn Mosby ,2002,Campbell,JLM
James W Updike ,2002,Campbell,JWU
Kimberley S White ,2014,Appomattox,KSW
Leslie M Osborn ,2014,Appomattox,LMO
Joel C Cunningham,2014,Appomattox,JCC
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
Edward W Hanson  ,2012,Accomack,EWH
Glenn R Croshaw,2012,Accomack,GRC
W Revell Lewis ,2012,Accomack,WRL
Leslie L Lilley,2012,Accomack,LLL
Stephen C Mahan,2012,Accomack,SCM
William R OBrien,2012,Accomack,WRO
H Thomas Padrick ,2012,Accomack,HTP
A Bonwill Shockley,2012,Accomack,ABS
Patricia L West,2012,Accomack,PLW
Samuel H Cooper ,2003,Accomack,SHC
Glen Allen Tyler,2003,Accomack,GAT
Thomas S Shadrick,2003,Accomack,TSS
Andrew Joseph Canada ,2003,Accomack,AJC
Edward W Hanson ,2003,Accomack,EWH
Frederick B Lowe,2003,Accomack,FBL
Stephen C Mahan,2003,Accomack,SCM
Henry Thomas Padrick ,2003,Accomack,HTP
Alan E Rosenblatt,2003,Accomack,AER
A Bonwill Shockley,2003,Accomack,ABS
Patricia L West,2003,Accomack,PLW
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
R G OHara ,2001,Hopewell,RGO
J A Luke,2001,Hopewell,JAL
Charles L Ricketts  ,2019,Botetourt,CLR
Joel R Branscom,2019,Botetourt,JRB
Paul A Dryer,2019,Botetourt,PAD
Anita D Filson,2019,Botetourt,ADF
W Chapman Goodwin,2019,Botetourt,WCG
Tommy L Moore,2003,Botetourt,TLM
George E Honts ,2003,Botetourt,GEH
Duncan M Byrd ,2003,Botetourt,DMB
Humes J Franklin ,2003,Botetourt,HJF
Thomas H Wood,2003,Botetourt,THW
Barbara R Williams,2003,Appomattox,BRW
Richard S Blanton,2003,Appomattox,RSB
William L Wellons,2003,Appomattox,WLW
Leslie M Osborn,2003,Appomattox,LMO
Malfourd W Trumbo ,2015,Bath,MWT
Michael S Irvine,2015,Bath,MSI
Victor V Ludwig,2015,Bath,VVL
Charles L Ricketts ,2015,Bath,CLR
J S Johnston ,2002,Campbell,JSJ
R S Miller,2002,Campbell,RSM
M G Perrow ,2002,Campbell,MGP
J M Gamble,2002,Campbell,JMG
J W Updike ,2002,Campbell,JWU
Donald Carl Blessing ,2015,Appomattox,DCB
Leslie M Osborn ,2015,Appomattox,LMO
Joel C Cunningham,2015,Appomattox,JCC
Kimberley S White,2015,Appomattox,KSW
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
S T Powell ,2001,Charles City,STP
N P Smiley ,2001,Charles City,NPS
T B Hoover,2001,Charles City,TBH
W H Shaw ,2001,Charles City,WHS
Samuel H Cooper ,2003,Accomack,SHC
Glen Allen Tyler,2003,Accomack,GAT
Frederick B Lowe,2003,Accomack,FBL
Thomas S Shadrick,2003,Accomack,TSS
Andrew Joseph Canada ,2003,Accomack,AJC
Edward W Hanson ,2003,Accomack,EWH
Stephen C Mahan,2003,Accomack,SCM
Henry Thomas Padrick ,2003,Accomack,HTP
Alan E Rosenblatt,2003,Accomack,AER
A Bonwill Shockley,2003,Accomack,ABS
Patricia L West,2003,Accomack,PLW
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
William Chapman Goodwin ,2020,Botetourt,WCG
Joel R Branscom,2020,Botetourt,JRB
Paul A Dryer,2020,Botetourt,PAD
Anne M Reed,2020,Botetourt,AMR
Christopher B Russell,2020,Botetourt,CBR
Edward K Stein,2020,Botetourt,EKS
R G OHara ,2000,Hopewell,RGO
J A Luke,2000,Hopewell,JAL
Tommy L Moore,2002,Botetourt,TLM
George E Honts ,2002,Botetourt,GEH
Duncan M Byrd ,2002,Botetourt,DMB
Humes J Franklin ,2002,Botetourt,HJF
Thomas H Wood,2002,Botetourt,THW
Edward W Hanson  ,2013,Accomack,EWH
Glenn R Croshaw,2013,Accomack,GRC
W Revell Lewis ,2013,Accomack,WRL
Leslie L Lilley,2013,Accomack,LLL
Stephen C Mahan,2013,Accomack,SCM
William R OBrien,2013,Accomack,WRO
H Thomas Padrick ,2013,Accomack,HTP
A Bonwill Shockley,2013,Accomack,ABS
Barbara R Williams,2003,Appomattox,BRW
Richard S Blanton,2003,Appomattox,RSB
William L Wellons,2003,Appomattox,WLW
Leslie M Osborn,2003,Appomattox,LMO
Malfourd W Trumbo ,2016,Bath,MWT
Anita D Filson,2016,Bath,ADF
Victor V Ludwig,2016,Bath,VVL
Charles L Ricketts ,2016,Bath,CLR
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
Donald Carl Blessing ,2016,Appomattox,DCB
S Anderson Nelson ,2016,Appomattox,SAN
Leslie M Osborn ,2016,Appomattox,LMO
Kimberley S White,2016,Appomattox,KSW
S T Powell ,2001,Charles City,STP
N P Smiley ,2001,Charles City,NPS
T B Hoover,2001,Charles City,TBH
W H Shaw ,2001,Charles City,WHS
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
Samuel H Cooper ,2003,Accomack,SHC
Glen Allen Tyler,2003,Accomack,GAT
Thomas S Shadrick,2003,Accomack,TSS
Andrew Joseph Canada ,2003,Accomack,AJC
Edward W Hanson ,2003,Accomack,EWH
Frederick B Lowe,2003,Accomack,FBL
Stephen C Mahan,2003,Accomack,SCM
Henry Thomas Padrick ,2003,Accomack,HTP
Alan E Rosenblatt,2003,Accomack,AER
A Bonwill Shockley,2003,Accomack,ABS
Patricia L West,2003,Accomack,PLW
R G OHara ,2000,Hopewell,RGO
J A Luke,2000,Hopewell,JAL
Tommy L Moore,2002,Botetourt,TLM
George E Honts ,2002,Botetourt,GEH
Duncan M Byrd ,2002,Botetourt,DMB
Humes J Franklin ,2002,Botetourt,HJF
Thomas H Wood,2002,Botetourt,THW
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
"Malfourd W ""Bo"" Trumbo",2004,Bath,"MW""T"
Edward W Hanson  ,2014,Accomack,EWH
