Judge,Year,Court
Hon C. Grayson Markowitz,2019,Page Circuit Court
Hon Vickie Helmstutler,2019,Patrick Circuit Court
Hon Shalva J. Braxton,2019,Petersburg Circuit Court
Hon Mark W. Scarce,2019,Pittsylvania Circuit Court
Hon Cynthia P. Morrison,2019,Portsmouth Circuit Court
Hon Teresa Hash Dobbins,2019,Powhatan Circuit Court
Hon D. Lynnette Coe,2019,Prince Edward Circuit Court
Hon Bishop Knott Jr.,2019,Prince George Circuit Court
Hon Jacqueline C. Smith,2019,Prince William Circuit Court
Hon Maetta H. Crewe,2019,Pulaski Circuit Court
Hon Ann Howard,2019,Radford Circuit Court
Hon Margaret Ralph,2019,Rappahannock Circuit Court
Hon Edward F. Jewett,2019,Richmond Circuit Court
Hon Cheryl B. Pierson,2019,Richmond County Circuit Court
Hon Brenda S. Hamilton,2019,Roanoke City Circuit Court
Hon Steven A. McGraw Sr.,2019,Roanoke County Circuit Court
Hon Michelle M. Trout,2019,Rockbridge Circuit Court
Hon Chaz W. Haywood,2019,Rockingham Circuit Court
Hon Ann Sword McReynolds,2019,Russell Circuit Court
Hon Chance Crawford,2019,Salem Circuit Court
Hon Mark A. (Bo) Taylor,2019,Scott Circuit Court
Hon Sarona S. Irvin,2019,Shenandoah Circuit Court
Hon John H. Graham,2019,Smyth Circuit Court
Hon Richard L. Francis,2019,Southampton Circuit Court
Hon Christalyn M. Jett,2019,Spotsylvania Circuit Court
Hon Kathy M. Sterne,2019,Stafford Circuit Court
Hon Thomas E. Roberts,2019,Staunton Circuit Court
Hon W. R. Carter Jr.,2019,Suffolk Circuit Court
Hon Gail P. Clayton,2019,Surry Circuit Court
Hon Gary M. Williams,2019,Sussex Circuit Court
Hon Tammy B. Allison,2019,Tazewell Circuit Court
Hon Tina E. Sinnen,2019,Virginia Beach Circuit Court
Hon Janice M. Shanks,2019,Warren Circuit Court
Hon Tricia S. Moore,2019,Washington Circuit Court
Hon Nicole A. Briggs,2019,Waynesboro Circuit Court
Hon Gwynne J. Chatham,2019,Westmoreland Circuit Court
Hon Mona A. Foley,2019,Williamsburg/James City County Circuit Court
Hon William D. Gardner,2019,Winchester Circuit Court
Hon J. Jack Kennedy Jr.,2019,Wise Circuit Court
Hon Jeremiah E. Musser,2019,Wythe Circuit Court
Hon Kristen N Nelson,2019,York County Poquoson Circuit Court
Ms Francina Violet Chisum,2019,Accomack General District Court
Ms Crystal L. Byers,2019,Albemarle General District Court
Ms Marion W. Jackson,2019,Alexandria General District Court
Ms Beverly J. Lewis,2019,Amherst General District Court
Mrs Jeannie Watin Hamlet,2019,Appomattox General District Court
Mr Brian P. Henshaw,2019,Arlington General District Court
Ms Christy D. Hostetter,2019,Augusta General District Court
Ms Ashley Richards Schley,2019,Bedford General District Court
Mrs Paula Jean Perkins,2019,Bristol General District Court
Ms Chantel T Jones,2019,Campbell General District Court
Ms Terry M. Southworth,2019,Caroline General District Court
Ms Donna Webb Ayers,2019,Carroll General District Court
Ms Sabrina Herzig Powell,2019,Charlotte General District Court
Ms Mary Alice Trimble,2019,Charlottesville General District Court
Ms Barbara C. Shaw,2019,Chesapeake General District Court
Mrs Linda J Moore,2019,Chesterfield General District Court
Ms Julie G. Aemmer,2019,Clarke General District Court
,2019,Colonial Heights General District Court
Ms Cheryl Lee Phillips,2019,Culpeper General District Court
Ms Julie H. Carlisle,2019,Danville General District Court
Mr Kevin W. Bailey,2019,Fairfax City General District Court
Mr Christopher Eric Barr,2019,Fairfax County General District Court
Ms Erica Ashley Gatchell Boteler,2019,Fauquier General District Court
Ms Jacqueline Preston Brubaker,2019,Franklin County General District Court
Ms Laura Leanne Hatch,2019,Fredericksburg General District Court
Ms Debra V. Bull,2019,Frederick/Winchester General District Court
Ms Yvette M. Pennington,2019,Giles General District Court
Ms Amy S. Pierce,2019,Gloucester General District Court
Ms Veresia R. Wood,2019,Halifax General District Court
Ms Barbara K. Fagley,2019,Hampton General District Court
Ms Cheryl Lynn DeVaughn,2019,Hanover General District Court
Ms Teresa Lynn Brown,2019,Harrisonburg/Rockingham General District Court
Ms Linda S. Knight,2019,Henrico General District Court
Ms Stacie Renae Prillaman,2019,Henry General District Court
Ms Keith F. Daniel,2019,Isle of Wight General District Court
Ms Jill C. Hall,2019,King William General District Court
Ms Jill C. Hall,2019,King and Queen General District Court
Ms Christina E Headley,2019,Lancaster General District Court
Ms Deborah D Roberts,2019,Lee General District Court
Ms Marilyn Hostetter McCurdy,2019,Lexington/Rockbridge General District Court
Ms Tammy Hummer Dinterman,2019,Loudoun General District Court
Ms Brandy S Alexander,2019,Louisa General District Court
Ms Amy Showalter Leftwich,2019,Lynchburg General District Court
Ms Stacie Renae Prillaman,2019,Martinsville General District Court
Ms Angela D Shoe,2019,Mathews General District Court
Ms Tammy Tollerson Taylor,2019,Mecklenburg General District Court
Ms Angela D Shoe,2019,Middlesex General District Court
Ms Kimberly W. McKittrick,2019,Montgomery General District Court
Ms Ashley Melton Johnson,2019,Nelson General District Court
Ms Sirena Kestner,2019,New Kent General District Court
Ms Karen J. Routten,2019,Newport News-Civil General District Court
,2019,Newport News-Criminal General District Court
,2019,Newport News-Traffic General District Court
Mr Thomas E. Baldwin Sr.,2019,Norfolk General District Court
Ms Karen Sparrow Merritt,2019,Northampton General District Court
Ms Angela W Tadlock,2019,Northumberland General District Court
Ms Sheila Alexander Lewis,2019,Orange General District Court
Ms Lekha Lamma,2019,Page General District Court
Ms Amanda Scearce Nester,2019,Patrick General District Court
Ms Dana Helm Shannon,2019,Petersburg General District Court
Ms Jacqueline Preston Brubaker,2019,Pittsylvania General District Court
,2019,Portsmouth General District Court
Ms Rhonda Ann Daley,2019,Prince William General District Court
Ms Sharon H. Collins,2019,Pulaski General District Court
Ms Sandra Cox Blount,2019,Richmond-Civil General District Court
Ms Rebecca Schmidt,2019,Richmond-John Marshall Criminal-Traffic General District Court
Ms Carol Bowman Kennedy,2019,Richmond-Marsh Criminal-Traffic at Manchester General District Court
Mr Rick S. Kahl,2019,Roanoke City General District Court
Ms Carol E. Camacho,2019,Roanoke County General District Court
Ms Tamara L. Heishman,2019,Shenandoah General District Court
Ms Heidi Zumpf Campbell,2019,Smyth General District Court
Ms Kyra Lynn Bullock,2019,Spotsylvania General District Court
Ms Bonnie Lee Camp,2019,Stafford General District Court
Ms Amanda M Knighting,2019,Staunton General District Court
Ms Deborah Jane Gardner,2019,Suffolk General District Court
Ms Crystal Denise Crouse,2019,Tazewell General District Court
Mr David M. O'Dell,2019,Virginia Beach General District Court
Ms Lauren E. Jones,2019,Warren General District Court
Ms Stephanie M Swift,2019,Washington General District Court
Ms Jacqueline Michelle Balderson,2019,Waynesboro General District Court
Mrs Laura Standbridge Morgan,2019,Westmoreland General District Court
Ms Karen D.K. Snyder,2019,Williamsburg/James City County General District Court
Ms Debra V. Bull,2019,Winchester/Frederick General District Court
Ms Sherry L. Bishop,2019,Wise/Norton General District Court
Ms Vicki E. Tate,2019,Wythe General District Court
Ms Melanie H. Stephens,2019,York General District Court
Mr Roland Clifton Leighton,2019,Accomack Juvenile & Domestic Relations District Court
Ms Stephanie Michelle Lawson,2019,Albemarle Juvenile & Domestic Relations District Court
Ms Dominika Anna Bui,2019,Alexandria Juvenile & Domestic Relations District Court
Ms Karen Coleman King,2019,Amherst Juvenile & Domestic Relations District Court
Ms Cheri W. Morgan,2019,Appomattox Juvenile & Domestic Relations District Court
Ms Ronikka Katrice Lartey,2019,Arlington Juvenile & Domestic Relations District Court
Ms Teresa L. Smith,2019,Augusta Juvenile & Domestic Relations District Court
Ms Stacey T. Arrington,2019,Bedford Juvenile & Domestic Relations District Court
Ms Kathy J. Melvin,2019,Bristol Juvenile & Domestic Relations District Court
Ms Jennifer Moon Leavitt,2019,Campbell Juvenile & Domestic Relations District Court
Ms Kristie Gail Daily,2019,Caroline Juvenile & Domestic Relations District Court
Ms Diana Quesenberry Smith,2019,Carroll Juvenile & Domestic Relations District Court
Mrs Danelle W. Bagley,2019,Charlotte Juvenile & Domestic Relations District Court
Ms Stephanie Michelle Lawson,2019,Charlottesville Juvenile & Domestic Relations District Court
Ms Bonnie Coffey,2019,Chesapeake Juvenile & Domestic Relations District Court
Ms Laura Gardner Griffin,2019,Chesterfield Juvenile & Domestic Relations District Court
Ms Sherri Allen,2019,Clarke Juvenile & Domestic Relations District Court
Ms Evelyn Hall,2019,Colonial Heights Juvenile & Domestic Relations District Court
Ms Bethany Ann McClanahan,2019,Culpeper Juvenile & Domestic Relations District Court
Ms Tammy Calloway White,2019,Danville Juvenile & Domestic Relations District Court
Ms Barbara Suini Moran,2019,Fairfax County Juvenile & Domestic Relations District Court
Ms Lois C. Welch,2019,Fauquier Juvenile & Domestic Relations District Court
Ms Billie Jo Wagner,2019,Franklin County Juvenile & Domestic Relations District Court
Ms Julie A. Dobson,2019,Fredericksburg Juvenile & Domestic Relations District Court
Ms Lisa M. Eaton,2019,Frederick/Winchester Juvenile & Domestic Relations District Court
Ms Lisa J. Ray,2019,Giles Juvenile & Domestic Relations District Court
Ms Deanna L McKinnon,2019,Gloucester Juvenile & Domestic Relations District Court
Ms Catherine H. Ratliff,2019,Halifax Juvenile & Domestic Relations District Court
Ms Jennifer Elizabeth Wren,2019,Hampton Juvenile & Domestic Relations District Court
Ms Susan S. Wood,2019,Hanover Juvenile & Domestic Relations District Court
Ms Terri Denise Rea,2019,Harrisonburg/Rockingham Juvenile & Domestic Relations District Court
Ms Shannon Flinchum Meadowcroft,2019,Henrico Juvenile & Domestic Relations District Court
Ms Nora A. Green,2019,Henry Juvenile & Domestic Relations District Court
Ms Teresa B. Bowden,2019,Isle of Wight Juvenile & Domestic Relations District Court
Ms Cheryln D. Carter,2019,King William Juvenile & Domestic Relations District Court
Ms Cheryln D. Carter,2019,King and Queen Juvenile & Domestic Relations District Court
Ms Linda Paige Jacobs,2019,Lancaster Juvenile & Domestic Relations District Court
Ms Linda I. Gibson,2019,Lee Juvenile & Domestic Relations District Court
Ms Heather Hall Stevens,2019,Lexington/Rockbridge Juvenile & Domestic Relations District Court
Ms Evamari Bates,2019,Loudoun Juvenile & Domestic Relations District Court
Ms Toni P. Seay,2019,Louisa Juvenile & Domestic Relations District Court
Ms Victoria Anthia Baez,2019,Lynchburg Juvenile & Domestic Relations District Court
Ms Teresa D. Renz,2019,Martinsville Juvenile & Domestic Relations District Court
Ms Deanna L McKinnon,2019,Mathews Juvenile & Domestic Relations District Court
Ms Charlene C. Williamson,2019,Mecklenburg Juvenile & Domestic Relations District Court
Ms Deanna L McKinnon,2019,Middlesex Juvenile & Domestic Relations District Court
Ms Amie B. Blankenship,2019,Montgomery Juvenile & Domestic Relations District Court
Ms Nancy H. Massie,2019,Nelson Juvenile & Domestic Relations District Court
Ms Kelly Douglas Wiggins,2019,New Kent Juvenile & Domestic Relations District Court
Ms Patsy A. Ewell,2019,Newport News Juvenile & Domestic Relations District Court
Ms Debra A. Hill,2019,Norfolk Juvenile & Domestic Relations District Court
Ms Francine W. Williams,2019,Northampton Juvenile & Domestic Relations District Court
Ms Linda Paige Jacobs,2019,Northumberland Juvenile & Domestic Relations District Court
Ms Barbara B Miller,2019,Orange Juvenile & Domestic Relations District Court
Ms Lindsey Nicole Short,2019,Page Juvenile & Domestic Relations District Court
Ms Michele Joyce Bryant,2019,Patrick Juvenile & Domestic Relations District Court
Ms Laura B. Craig,2019,Petersburg Juvenile & Domestic Relations District Court
Ms Sherrie D. Lester,2019,Pittsylvania Juvenile & Domestic Relations District Court
Mrs Lois M. Furnish,2019,Portsmouth Juvenile & Domestic Relations District Court
Ms Monica J. Burnett,2019,Prince William Juvenile & Domestic Relations District Court
Ms Anne Elizabeth Helms,2019,Pulaski Juvenile & Domestic Relations District Court
Ms Patricia R. Batley,2019,Richmond Juvenile & Domestic Relations District Court
Ms Michelle Ong Esparagoza,2019,Roanoke City Juvenile & Domestic Relations District Court
Ms Debra Shelor Barbour,2019,Roanoke County Juvenile & Domestic Relations District Court
Ms Nikki Wymer Taylor,2019,Shenandoah Juvenile & Domestic Relations District Court
Ms Stephanie N. Daniels,2019,Smyth Juvenile & Domestic Relations District Court
Ms Susan Ann Klingensmith,2019,Spotsylvania Juvenile & Domestic Relations District Court
Mr James Bruce Thompson,2019,Stafford Juvenile & Domestic Relations District Court
Ms Teresa L. Smith,2019,Staunton Juvenile & Domestic Relations District Court
Mrs Sandra K. Perrin,2019,Suffolk Juvenile & Domestic Relations District Court
Ms Connie Cheryl Roberts,2019,Tazewell Juvenile & Domestic Relations District Court
Ms Amy K. Burnham,2019,Virginia Beach Juvenile & Domestic Relations District Court
Ms Shanna Lane Henry,2019,Warren Juvenile & Domestic Relations District Court
Mr Joshua Dale Osborne,2019,Washington Juvenile & Domestic Relations District Court
Ms Donna Coffey Bosserman,2019,Waynesboro Juvenile & Domestic Relations District Court
Ms Christina Anne Viviers,2019,Westmoreland Juvenile & Domestic Relations District Court
Ms Shea S Bruno,2019,Williamsburg/James City County Juvenile & Domestic Relations District Court
Ms Lisa M. Eaton,2019,Winchester/Frederick Juvenile & Domestic Relations District Court
Ms Susannah C Wells,2019,Wise Juvenile & Domestic Relations District Court
Ms Karen L. Akers,2019,Wythe Juvenile & Domestic Relations District Court
Ms Margienette J. Whitfield,2019,York Juvenile & Domestic Relations District Court
Ms Anita Smith Unroe,2019,Alleghany Combined Court
Ms Melissa B. Gil,2019,Amelia Combined Court
Ms Mikayo Ayako Curtis,2019,Bath Combined Court
Ms Jill G. Baker,2019,Bland Combined Court
Ms Donna K. Boothe,2019,Botetourt Combined Court
Ms Susan Evans Martin,2019,Brunswick Combined Court
Ms Judith M. Lyall,2019,Buchanan Combined Court
Ms Dana Lynn Franklin,2019,Buckingham Combined Court
Ms Ginger L. Webb,2019,Buena Vista Combined Court
Ms Barbara Jean Watkins,2019,Charles City Combined Court
Ms Patricia H Taylor,2019,Craig Combined Court
Ms Jennifer May Clayton,2019,Cumberland Combined Court
Ms Ashley Nicole Turner,2019,Dickenson Combined Court
Ms Lisa G. Coleman,2019,Dinwiddie Combined Court
Ms Sandra Andleton Ligon,2019,Emporia Combined Court
Ms Dee Balderson Davis,2019,Essex Combined Court
Mr Dean Richard Sprague,2019,Falls Church Combined Court
Ms Nikki Douthat King,2019,Floyd Combined Court
Ms Kimberly Ann Warner,2019,Fluvanna Combined Court
Ms Mariah C. Belcher,2019,Franklin City Combined Court
Ms Amanda Sawyers Stoneman,2019,Galax Combined Court
Ms Dianne Henley White,2019,Goochland Combined Court
Ms Autumn C Hawks,2019,Grayson Combined Court
Ms Amber L Knight,2019,Greene Combined Court
Ms Sandra Andleton Ligon,2019,Greensville Combined Court
Ms Victoria L King,2019,Highland Combined Court
Ms Ellen Taylor Chiasson,2019,Hopewell Combined Court
Ms Rebecca L. Conner,2019,King George Combined Court
Ms Donna Fix Snow,2019,Lunenburg Combined Court
Ms Wendy Shifflette Gallihugh,2019,Madison Combined Court
Ms Mary R. Childress,2019,Nottoway Combined Court
Ms Michelle A. Soukup,2019,Powhatan Combined Court
Ms Pamela Wilson Stembridge,2019,Prince Edward Combined Court
Ms Denise Riddle Covington,2019,Prince George Combined Court
Ms Sally Stump Davis,2019,Radford Combined Court
Ms Donna G Foster,2019,Rappahannock Combined Court
Ms Wanda F. Brownlee,2019,Richmond County Combined Court
Ms Kathy F. Vance,2019,Russell Combined Court
Ms Brandy Ann Duncan,2019,Salem Combined Court
Ms Karen D. Hood,2019,Scott Combined Court
Ms Belinda J. Jones,2019,Southampton Combined Court
Ms Janeen L Jackson,2019,Surry Combined Court
Ms Faye Parham Yelverton,2019,Sussex Combined Court
,2019,Unknown
Ms. Marguerite Forker Laraia,2019,First Judicial District
Mr. Michael Christopher Poulson,2019,Second Judicial District
Ms. Mandy Leigh Owens,2019,Third Judicial District
Ms. Amanda Josephine Winchester,2019,"Fourth, and 2A Judicial Districts"
Ms. Elizabeth Casby Stahlman,2019,Fifth Judicial District
Mr. Gregory Alan Lush,2019,Sixth Judicial District
Ms. Kara S. Akins,2019,Seventh and Eighth Judicial Districts
Ms. Mary Virginia Munoz,2019,Ninth Judicial District
Mr. Christopher Alexander Salerno,2019,Tenth Judicial District
Ms. Jennifer Elizabeth Chapman,2019,Eleventh Judicial District
Mr. Daniel John Holser,2019,Twelfth Judicial District
Mr. Gary Michael Wooldridge,2019,Thirteenth Judicial District
Mr. Micah Shawn Blankenship,2019,Fourteenth Judicial District
Mr. Clifford Yarborough Rose,2019,Fifteenth Judicial District
Ms. Avnel Alair Coates,2019,Sixteenth Judicial District
Mr. Bruce Charles Adam,2019,Seventeenth Judicial District
Mr. Adam Dominic Willard,2019,Eighteenth Judicial District
Ms. Alyssa D. Emery,2019,Nineteenth Judicial District
Mr. Seth Ian Howard,2019,Twentieth Judicial District
Ms. Ann M.S. Hylton,2019,Twenty-first Judicial District
Ms. Joyce Williamson Crews,2019,Twenty-second Judicial District
Mr. Stephen Daniel Poff,2019,Twenty-third Judicial District
Mr. Andrew John Michael,2019,Twenty-fourth Judicial District
Ms. Robyn Renee Wilhelm,2019,Twenty-fifth Judicial District
Ms. Monica Lynne Martin,2019,Twenty-sixth Judicial District
Ms. Jill M. Long,2019,Twenty-seventh Judicial District
Ms. Mary Johanna Hanzlik,2019,Twenty-eighth Judicial District
Mr. Jonathan Wayne Robbins,2019,Thirtieth Judicial District
Mr. Joseph Edward McGuire Jr.,2019,Thirty-first Judicial District
Hon Leslie M. Alden,2009,Fairfax Circuit Court
Hon William N. Alexander II,2009,P.O. Box 601
Hon Michael C. Allen,2009,Chesterfield Circuit Court
Hon James F. Almand,2009,Arlington Circuit Court
Hon Joanne F. Alper,2009,Arlington Circuit Court
Hon Rossie D. Alston Jr.,2009,Court of Appeals of Virginia
Hon Rosemarie P. Annunziata,2009,Court of Appeals of Virginia
Hon Jonathan M. Apgar,2009,P.O. Box 211
Hon R. Morgan Armstrong,2009,Henry General District Court
Hon Marjorie T. Arrington,2009,307 Albemarle Drive
Hon J. Gregory Ashwell,2009,Fauquier Juvenile & Domestic Relations District Court
Hon Michelle J. Atkins,2009,Norfolk Juvenile & Domestic Relations District Court
Hon Isabel Hall AtLee,2009,Gloucester Juvenile & Domestic Relations District Court
Hon Richard Y AtLee Jr.,2009,York Juvenile & Domestic Relations District Court
Hon Penney S Azcarate,2009,Fairfax County General District Court
Hon Daniel T. Balfour,2009,Henrico Circuit Court
Hon Rufus A. Banks Jr.,2009,Chesapeake Juvenile & Domestic Relations District Court
Hon William G. Barkley,2009,Albemarle General District Court
Hon Henry A. Barringer,2009,Tazewell Juvenile & Domestic Relations District Court
Hon Pamela S. Baskervill,2009,Petersburg Circuit Court
Hon J. Martin Bass,2009,P.O. Box 895
Hon Randolph A. Beales,2009,Court of Appeals of Virginia
Hon David H. Beck,2009,P.O. Box 1179
Hon William Alan Becker,2009,Prince William Juvenile & Domestic Relations District Court
Hon Randy I. Bellows,2009,Fairfax Circuit Court
Hon Frank L. Benser,2009,Caroline General District Court
Hon Gerrit W. Benson,2009,Virginia Beach Juvenile & Domestic Relations District Court
Hon Ronald Everett Bensten,2009,Newport News Juvenile & Domestic Relations District Court
Hon Edward DeJ. Berry,2009,Albemarle Juvenile & Domestic Relations District Court
Hon John G. Berry,2009,135 West Cameron Street
Hon Harold A. Black,2009,Bedford General District Court
Hon Richard S. Blanton,2009,P.O. Box 351
Hon Stephen D. Bloom,2009,Greensville General District and J&DR District Court
Hon Randall M. Blow,2009,Virginia Beach Juvenile & Domestic Relations District Court
Hon J. D. Bolt,2009,Galax General District and J&DR District Court
Hon Joseph P. Bounds,2009,Roanoke City Juvenile & Domestic Relations District Court
Hon Daniel R. Bouton,2009,Orange Circuit Court
Hon Robert S. Brewbaker Jr.,2009,Suffolk Juvenile & Domestic Relations District Court
Hon Lynn S. Brice,2009,Chesterfield Juvenile & Domestic Relations District Court
Hon William D. Broadhurst,2009,P.O. Box 211
Hon Jan L. Brodie,2009,Fairfax Circuit Court
Hon Pamela L. Brooks,2009,Loudoun Juvenile & Domestic Relations District Court
Hon John W. Brown,2009,307 Albemarle Drive
Hon Deborah V. Bryan,2009,Virginia Beach Juvenile & Domestic Relations District Court
Hon J. Stephen Buis,2009,Richmond Juvenile & Domestic Relations District Court
Hon Rudolph   Bumgardner III,2009,Court of Appeals of Virginia
Hon Harold W. Burgess Jr.,2009,Chesterfield Juvenile & Domestic Relations District Court
Hon Francis W. Burkart III,2009,Roanoke City General District Court
Hon R. Edwin Burnette Jr.,2009,Lynchburg General District Court
Hon Theodore J. Burr Jr.,2009,Greensville General District and J&DR District Court
Hon Karen J. Burrell,2009,Norfolk Circuit Court
Hon Elizabeth Kellas Burton,2009,Frederick/Winchester Juvenile & Domestic Relations District Court
Hon Michael J. Bush,2009,Russell General District and J&DR District Court
Hon J. Frank Buttery Jr.,2009,Loudoun General District Court
Hon James A. Cales Jr.,2009,Portsmouth Circuit Court
Hon Louis K. Campbell,2009,Botetourt General District and J&DR District Court
Hon Richard B. Campbell,2009,Richmond Juvenile & Domestic Relations District Court
Hon Samuel E. Campbell,2009,P.O. Box 280
Hon A. Joseph Canada Jr.,2009,Virginia Beach Circuit Court
Hon Julia Taylor Cannon,2009,Loudoun General District Court
Hon Joseph R. Carico,2009,Wise Circuit Court
Hon M. Randolph Carlson II,2009,Norfolk Juvenile & Domestic Relations District Court
Hon Edward K. Carpenter,2009,Goochland General District and J&DR District Court
Hon Thomas W. Carpenter,2009,Newport News Juvenile & Domestic Relations District Court
Hon Gayl Branum Carr,2009,Fairfax County Juvenile & Domestic Relations District Court
Hon Harry L. Carrico,2009,Supreme Court of Virginia
Hon Lucretia A. Carrico,2009,Petersburg General District Court
Hon Michael Joseph Cassidy,2009,Fairfax County General District Court
Hon Bradley B. Cavedo,2009,Richmond Circuit Court
Hon Paul W. Cella,2009,Powhatan General District and J&DR District Court
Hon Teresa M. Chafin,2009,Tazewell Circuit Court
Hon James H. Chamblin,2009,Loudoun Circuit Court
Hon David Eugene Cheek Sr.,2009,Richmond-Criminal General District Court
Hon H. Lee Chitwood,2009,Pulaski Juvenile & Domestic Relations District Court
Hon Martin F. Clark Jr.,2009,P.O. Box 762
Hon Dorothy H. Clarke,2009,1425 North Courthouse Road
Hon Joseph M. Clarke II,2009,Roanoke City Juvenile & Domestic Relations District Court
Hon Richard A. Claybrook Jr.,2009,Harrisonburg/Rockingham General District Court
Hon Glenn L. Clayton II,2009,Fairfax County Juvenile & Domestic Relations District Court
Hon J. Christopher Clemens,2009,Roanoke City General District Court
Hon Jean Harrison Clements,2009,Court of Appeals of Virginia
Hon Virginia L. Cochran,2009,Virginia Beach General District Court
Hon Sam W. Coleman III,2009,Court of Appeals of Virginia
Hon H. Vincent Conway Jr.,2009,2500 Washington Avenue
Hon John T. Cook,2009,Campbell Circuit Court
Hon W. Parker Councill,2009,Isle of Wight General District Court
Hon Joel P. Crowe,2009,Portsmouth Juvenile & Domestic Relations District Court
Hon Joel C. Cunningham,2009,Halifax General District Court
Hon James F. D'Alton Jr.,2009,Petersburg Circuit Court
Hon Philip V. Daffron,2009,Chesterfield General District Court
Hon Gerald F. Daltan,2009,Stafford Juvenile & Domestic Relations District Court
Hon Uley Norris Damiani,2009,Alexandria Juvenile & Domestic Relations District Court
Hon Kimberly J. Daniel,2009,Fairfax County Juvenile & Domestic Relations District Court
Hon Laura L. Dascher,2009,Alleghany General District and J&DR District Court
Hon S. Clark Daugherty,2009,"811 East City Hall Avenue, Room 160"
Hon Bonnie C. Davis,2009,Chesterfield Juvenile & Domestic Relations District Court
Hon Stewart P. Davis,2009,Fairfax County General District Court
Hon Nolan B. Dawkins,2009,Judges' Chambers
Hon Susan N. Deatherage,2009,Henry Juvenile & Domestic Relations District Court
Hon Margaret W. Deglau,2009,Henrico Juvenile & Domestic Relations District Court
Hon Rodham T. Delk Jr.,2009,P.O. Box 1814
Hon Sarah L. Deneke,2009,Stafford General District Court
Hon Calvin R. Depew Jr.,2009,Virginia Beach General District Court
Hon George M. DePolo,2009,Prince William Juvenile & Domestic Relations District Court
Hon Ray W. Dezern Jr.,2009,Norfolk General District Court
Hon Robert P. Doherty Jr.,2009,Salem Circuit Court
Hon Charles N. Dorsey,2009,P.O. Box 211
Hon Chadwick S. Dotson,2009,Wise/Norton General District Court
Hon Robert H. Downer Jr.,2009,Charlottesville General District Court
Hon John R. Doyle III,2009,Norfolk Circuit Court
Hon Jay Edward Dugger,2009,Hamp;ton Juvenile & Domestic Relations District Court
Hon Randal J. Duncan,2009,Montgomery General District Court
Hon Marvin H. Dunkum,2009,Buckingham General District and J&DR District Court
Hon Carl Edward Eason Jr.,2009,P.O. Box 1814
Hon Larry G. Elder,2009,Court of Appeals of Virginia
Hon Joseph J. Ellis,2009,Spotsylvania Circuit Court
Hon Pamela O. Evans,2009,Chesterfield General District Court
Hon George C. Fairbanks IV,2009,Williamsburg/James City County Juvenile & Domestic Relations District Court
Hon Kenneth W. Farrar,2009,Lynchburg Juvenile & Domestic Relations District Court
Hon Lon Edward Farris,2009,Circuit Court Chambers
Hon Walter S. Felton Jr.,2009,Court of Appeals of Virginia
Hon John B. Ferguson,2009,Roanoke City Juvenile & Domestic Relations District Court
Hon Anita D. Filson,2009,150 South Main Street
Hon Gaylord L. Finch Jr.,2009,Fairfax Circuit Court
Hon Phillip U. Fines,2009,Spotsylvania Juvenile & Domestic Relations District Court
Hon Timothy S. Fisher,2009,2500 Washington Avenue
Hon Charles B. Foley,2009,P. O. Box 458
Hon V. Thomas Forehand Jr.,2009,307 Albemarle Drive
Hon Aundria Deloris Foster,2009,2500 Washington Avenue
Hon Robert P. Frank,2009,Court of Appeals of Virginia
Hon Humes J. Franklin Jr.,2009,Staunton Circuit Court
Hon Isaac St. C. Freeman,2009,Smyth Circuit Court
Hon Constance H. Frogale,2009,Alexandria Juvenile & Domestic Relations District Court
Hon Steven C. Frucci,2009,Virginia Beach General District Court
Hon Junius P. Fulton III,2009,Norfolk Circuit Court
Hon Barbara J. Gaden,2009,Richmond-Civil General District Court
Hon Thomas E. Gallahue,2009,Fairfax County General District Court
Hon J. Michael Gamble,2009,Amherst Circuit Court
Hon Michael T. Garrett,2009,Amherst Juvenile & Domestic Relations District Court
Hon Brett L. Geisler,2009,Carroll Circuit Court
Hon Edwin A. Gendron Jr.,2009,Henry General District Court
Hon Colin R. Gibb,2009,Pulaski Circuit Court
Hon Herbert Cogbill Gill Jr.,2009,P.O. Box 57
Hon Larry E. Gilman,2009,Hanover Juvenile & Domestic Relations District Court
Hon Paul F. Gluchowski,2009,Prince William Juvenile & Domestic Relations District Court
Hon S. Bernard Goodwyn,2009,Supreme Court of Virginia
Hon Croxton   Gordon,2009,Northamp;ton Juvenile & Domestic Relations District Court
Hon Marilynn C. Goss,2009,Richmond Juvenile & Domestic Relations District Court
Hon G. Carter Greer,2009,P.O. Box 1347
Hon M. Woodrow Griffin Jr.,2009,Hampton General District Court
Hon Teena D. Grodner,2009,Fairfax County Juvenile & Domestic Relations District Court
Hon Ray Wilson Grubbs,2009,"One East Main Street, Room 418"
Hon Donald M. Haddock Jr.,2009,Alexandria General District Court
Hon Donald M. Haddock,2009,Judges' Chambers
Hon Phillip L. Hairston,2009,Richmond-Criminal General District Court
Hon James W. Haley Jr.,2009,Court of Appeals of Virginia
Hon Mary Jane   Hall,2009,Norfolk Circuit Court
Hon William D. Hamblen,2009,Circuit Court Chambers
Hon Jeffrey   Hamilton,2009,Scott General District and J&DR District Court
Hon Catherine C. Hammond,2009,Henrico Circuit Court
Hon Edward W. Hanson Jr.,2009,Virginia Beach Circuit Court
Hon J. Overton Harris,2009,Hanover Circuit Court
Hon Lee A. Harris Jr.,2009,Henrico Circuit Court
